0,20190926,9884440,2019/9/27 19:28:01
1,20190925,9205962,2019/9/27 19:28:01
2,20190924,9121369,2019/9/27 19:28:01
3,20190923,9427054,2019/9/27 19:28:01
4,20190922,9366977,2019/9/27 19:28:01
5,20190921,9788201,2019/9/27 19:28:01
6,20190920,12524539,2019/9/27 19:28:01
7,20190919,11499328,2019/9/27 19:28:01
8,20190918,10081703,2019/9/27 19:28:01
9,20190917,11083633,2019/9/27 19:28:01
10,20190916,9281817,2019/9/27 19:28:01
11,20190915,9497882,2019/9/27 19:28:01
12,20190914,9755015,2019/9/27 19:28:01
13,20190913,10683447,2019/9/27 19:28:01
14,20190912,10771819,2019/9/27 19:28:01
15,20190911,9016051,2019/9/27 19:28:01
16,20190910,8007145,2019/9/27 19:28:01
17,20190909,8292479,2019/9/27 19:28:01
18,20190908,8085314,2019/9/27 19:28:01
19,20190907,10369264,2019/9/27 19:28:01
20,20190906,8229421,2019/9/27 19:28:01
21,20190905,10275088,2019/9/27 19:28:01
22,20190904,4656835,2019/9/27 19:28:01
23,20190903,2941822,2019/9/27 19:28:01
24,20190902,0,2019/9/27 19:28:01
25,20190901,0,2019/9/27 19:28:01
